Ar36	3.14809E-05
Ar38	5.91841E-06
Ar40	9.30260E-03
Ne20	1.64525E-05
Ne21	4.86859E-08
Ne22	1.67883E-06
He3	7.25215E-12
He4	5.23999E-06
Kr78	3.95517E-09
Kr80	2.57304E-08
Kr82	1.31365E-07
Kr83	1.30839E-07
Kr84	6.49774E-07
Kr86	1.98337E-07
Xe124	8.27453E-11
Xe126	7.71865E-11
Xe128	1.66942E-09
Xe129	2.30001E-08
Xe130	3.54066E-09
Xe131	1.84575E-08
Xe132	2.33932E-08
Xe134	9.07472E-09
Xe136	7.70448E-09
